INDEX,PM2.5
426,34.64694
427,27.251244
428,32.946194
429,37.6217
430,40.598434
431,41.15538
432,41.602646
433,46.68184
434,41.905342
435,35.99215
436,40.95625
437,45.103855
438,48.050083
439,49.433075
440,53.983967
441,53.952652
442,64.3497
443,56.510567
444,43.27488
445,53.17002
446,51.118866
447,41.005554
448,39.61938
449,30.820587
450,25.517681
451,27.397099
452,32.70097
453,35.484684
454,34.655403
455,34.761246
456,39.49973
457,41.40762
458,43.66848
459,41.206272
460,44.27432
461,43.938465
462,41.759583
463,35.745445
464,31.859776
465,27.00254
466,26.019482
467,28.322002
468,26.281315
469,35.65475
470,60.540054
471,74.37157
472,56.730476
473,55.25994
474,60.94715
475,76.71356
476,92.09004
477,80.22898
478,69.49615
479,57.23607
480,55.54361
481,70.69743
482,60.662697
483,59.12194
484,46.805325
485,47.799343
486,44.81594
487,39.38424
488,37.98882
489,38.20384
490,39.656487
491,37.41942
492,39.064705
493,41.569565
494,41.982628
495,47.774307
496,49.175716
497,38.695545
498,37.38378
499,38.19161
500,48.459373
501,47.152756
502,46.22314
503,45.59967
504,44.28402
505,40.943806
506,34.234833
507,27.768871
508,24.644701
509,27.252293
510,24.157753
511,20.549397
512,22.284332
513,25.082546
514,26.022915
515,22.800522
516,25.366978
517,33.37301
518,47.572052
519,55.630417
520,57.995148
521,42.83809
522,30.534498
523,29.443352
524,35.383446
525,46.482033
526,56.131744
527,56.53859
528,55.970894
529,51.735603
530,47.665348
531,45.23858
532,45.95029
533,49.43426
534,47.773273
535,50.600273
536,46.890713
537,59.94731
538,67.896675
539,72.36019
540,71.838036
541,69.06237
542,62.98516
543,55.442993
544,51.98168
545,51.298733
546,44.53801
547,42.26835
548,48.19435
549,53.19999
550,51.786415
551,48.542282
552,44.22457
553,50.18106
554,45.4988
555,55.35196
556,55.928017
557,54.92079
558,54.32897
559,54.981438
560,59.070534
561,65.51809
562,71.06445
563,68.55054
564,62.08969
565,57.381817
566,52.529064
567,47.724228
568,48.605453
569,45.382477
570,37.82795
571,34.336212
572,36.410446
573,36.833244
574,32.439663
575,31.251152
576,34.513664
577,35.84132
578,26.958326
579,22.73582
580,19.215332
581,18.478643
582,17.753984
583,20.3757
584,31.97911
585,35.489647
586,35.066887
587,39.350567
588,38.618767
589,42.229553
590,38.833748
591,33.443874
592,35.217304
593,36.64695
594,31.142107
595,30.16291
596,39.897003
597,40.75992
598,45.18009
599,46.3038
600,41.743435
601,33.93947
602,29.959463
603,29.921011
604,27.74459
605,30.194893
606,31.441435
607,32.618156
608,31.750406
609,28.807728
610,22.124537
611,21.851019
612,39.502586
613,29.718773
614,37.57725
615,40.980137
616,53.31784
617,47.429184
618,42.31177
619,43.831917
620,40.664135
621,44.421524
622,41.36785
623,42.57932
624,40.79642
625,43.846237
626,46.269756
627,50.061234
628,47.45043
629,52.519814
630,52.830204
631,55.453262
632,59.76455
633,60.21042
634,61.274765
635,56.202644
636,29.334179
637,25.45829
638,36.500736
639,38.08191
640,38.808212
641,41.95331
642,43.389725
643,39.878822
644,39.076344
645,43.449448
646,50.596306
647,46.163097
648,50.26219
649,60.599487
650,58.74357
651,59.641556
652,51.79764
653,48.20795
654,51.181763
655,48.868073
656,55.92465
657,60.93267
658,72.072174
659,52.608627
660,39.27934
661,35.402443
662,35.38936
663,31.046526
664,32.561523
665,32.21175
666,36.468437
667,38.776085
668,43.432472
669,39.39783
670,38.96035
671,37.548676
672,41.060246
673,35.201588
674,32.226242
675,34.57466
676,39.683525
677,46.21855
678,56.580418
679,62.637238
680,59.300552
681,57.263718
682,58.033257
683,61.09751
684,55.789383
685,45.86142
686,39.384075
687,36.018414
688,37.00884
689,48.10412
690,42.042614
691,43.334766
692,39.96788
693,45.01801
694,38.073048
695,38.322914
696,37.123116
697,38.34124
698,40.226265
699,41.432224
700,43.757885
701,44.808517
702,47.762623
703,48.524475
704,55.472893
705,59.644547
706,55.77993
707,41.684227
708,35.510952
709,33.82077
710,50.018913
711,74.33881
712,70.360435
713,51.335316
714,44.99402
715,42.293877
716,50.09394
717,70.50766
718,61.676384
719,49.881943
720,49.903923
721,44.00372
722,41.992912
723,41.432472
724,33.98185
725,26.818535
726,20.730984
727,37.336555
728,38.621624
729,35.527313
730,18.014914
731,16.418924
732,18.571554
733,20.421162
734,31.999943
735,43.05983
736,41.483578
737,38.789814
738,37.25408
739,37.182915
740,39.801693
741,36.86059
742,38.348526
743,38.11162
744,34.524178
745,28.802015
746,22.139751
747,19.22356
748,18.923983
749,19.262932
750,23.539764
751,24.988564
752,26.496794
753,23.179073
754,22.52571
755,30.705538
756,33.684616
757,32.322525
758,33.39009
759,33.526405
760,42.37499
761,40.589268
762,37.541225
763,39.05509
764,42.656387
765,41.423134
766,41.853462
767,36.381184
768,31.963768
769,32.876705
770,30.73312
771,27.215488
772,21.666832
773,23.109154
774,18.316196
775,17.97958
776,18.573156
777,18.13615
778,18.904247
779,15.955622
780,18.311483
781,21.639683
782,30.026485
783,40.39587
784,58.08294
785,47.79234
786,40.509197
787,40.083252
788,54.597412
789,52.385345
790,65.40837
791,51.757465
792,50.856365
793,47.76025
794,55.45523
795,53.027218
796,46.12046
797,42.910934
798,46.21279
799,52.01846
800,59.30541
801,60.31268
802,58.115467
803,54.368393
804,49.881294
805,53.29997
806,48.921303
807,45.709137
808,43.2122
809,40.48811
810,35.422276
811,36.281227
812,36.866684
813,32.089706
814,33.236504
815,29.837082
816,34.278812
817,31.76865
818,32.56432
819,32.225536
820,35.35691
821,36.343166
822,39.416348
823,41.823494
824,48.8558
825,52.66629
826,50.378017
827,52.192265
828,47.957172
829,43.69893
830,44.292675
831,41.890186
832,42.38174
833,45.397068
834,54.05145
835,51.181385
836,56.365417
837,56.77392
838,47.29884
839,46.719456
840,51.408
841,61.21665
842,67.81227
843,68.874146
844,62.87345
845,61.44136
846,60.900024
847,61.79801
848,65.94379
849,65.57189
850,68.610466
851,49.055138
852,43.476463
853,37.207222
854,34.24221
855,36.991364
856,35.553024
857,38.92962
858,40.552464
859,41.86397
860,42.04432
861,48.66781
862,68.79088
863,70.67128
864,69.26701
865,57.249702
866,60.68189
867,56.88685
868,48.34793
869,40.33859
870,39.753338
871,39.70668
872,44.70977
873,51.727383
874,63.201874
875,67.696785
876,58.13681
877,59.43612
878,55.68867
879,73.00511
880,81.27273
881,65.62076
882,48.230446
883,41.2052
884,39.36852
885,46.020905
886,60.29299
887,64.57616
888,67.06626
889,57.463875
890,55.71646
891,56.551918
892,60.29625
893,63.26683
894,66.4638
895,68.705215
896,71.51248
897,76.87375
898,84.8587
899,81.01128
900,83.96022
901,88.721634
902,88.05965
903,85.63011
904,60.301163
905,41.214577
906,35.17599
907,35.968376
908,41.75067
909,47.09637
910,43.87784
911,41.4497
912,36.429626
913,36.064053
914,34.47381
915,31.635822
916,29.912712
917,26.628628
918,30.684929
919,39.891777
920,44.71909
921,43.730736
922,36.11721
923,38.526485
924,45.142315
925,43.215996
926,40.394386
927,42.66621
928,37.663235
929,38.1182
930,38.77909
931,44.121666
932,44.001137
933,42.601044
934,40.12469
935,30.690172
936,25.189098
937,25.9281
938,25.18139
939,23.360304
940,22.247765
941,23.944302
942,29.25211
943,33.328804
944,34.66456
945,32.48291
946,31.668291
947,41.75986
948,49.590023
949,47.207367
950,48.688793
951,37.26785
952,53.658302
953,46.62867
954,45.530563
955,53.58115
956,56.76686
957,41.356636
958,39.21593
959,41.03611
960,50.456417
961,56.73147
962,62.14185
963,65.82164
964,58.594353
965,50.34746
966,42.80717
967,48.072876
968,45.73202
969,52.94042
970,58.010696
971,59.042458
972,56.56375
973,60.7584
974,59.410774
975,58.568474
976,57.024746
977,48.746567
978,51.04029
979,69.44611
980,64.157715
981,64.62474
982,60.200943
983,61.211018
984,57.071594
985,62.347977
986,64.98142
987,70.594315
988,65.96782
989,64.87987
990,53.09999
991,49.676323
992,51.03128
993,51.570786
994,51.740135
995,48.131016
996,52.93235
997,50.394596
998,52.883934
999,53.508434
1000,57.71512
1001,61.485706
1002,62.15522
1003,65.46542
1004,77.19667
1005,89.49989
1006,67.969376
1007,63.03411
1008,59.859028
1009,53.589394
1010,52.457855
1011,52.32904
1012,50.88398
1013,56.653088
1014,59.796814
1015,59.651733
1016,56.626488
1017,57.310204
1018,60.731464
1019,62.689667
1020,56.35398
1021,48.787563
1022,36.77038
1023,39.898956
1024,36.730724
1025,45.997814
1026,46.644333
1027,42.43025
1028,37.122715
1029,35.235386
1030,34.93222
1031,33.444347
1032,28.114162
1033,24.025928
1034,22.807272
1035,22.60025
1036,25.615005
1037,29.422195
1038,36.27563
1039,49.85531
1040,61.716125
1041,56.879692
1042,53.027214
1043,54.918533
1044,55.8428
1045,57.153164
1046,44.645058
1047,37.95389
1048,42.53721
1049,42.714703
1050,46.129105
1051,50.963257
1052,47.1587
1053,57.010315
1054,57.974937
1055,61.078888
1056,58.407654
1057,52.04007
1058,49.64782
1059,52.322586
1060,55.135
1061,59.14473
1062,57.80539
1063,53.220192
1064,60.618164
1065,60.64692
1066,72.204025
1067,69.33353
1068,59.29762
1069,64.46883
1070,60.753956
1071,56.62145
1072,53.05447
1073,46.274155
1074,48.148125
1075,41.59894
1076,39.030704
1077,44.080685
1078,42.270657
1079,38.597633
1080,36.153027
1081,35.311836
1082,42.240864
1083,43.352985
1084,42.50794
1085,40.371845
1086,45.882145
1087,49.37035
1088,55.83187
1089,72.54999
1090,79.09294
1091,58.94614
1092,60.76927
1093,47.680843
1094,40.461765
1095,37.35058
1096,35.859158
1097,38.587685
1098,37.857685
1099,42.70338
1100,47.964455
1101,56.58071
1102,70.93147
1103,59.936253
1104,62.432755
1105,63.236073
1106,63.76651
1107,69.04172
1108,74.52699
1109,82.665375
1110,82.33665
1111,77.35664
1112,87.92461
1113,82.872185
1114,80.7632
1115,46.49703
1116,54.111614
1117,51.47609
1118,35.711246
1119,31.671747
1120,32.10895
1121,35.15412
1122,37.05484
1123,28.596264
1124,45.833378
1125,47.726257
1126,63.36062
1127,60.20983
1128,66.84273
1129,54.88575
1130,46.672424
1131,37.569607
1132,40.09106
1133,42.924953
1134,46.861496
1135,48.245876
1136,48.968452
1137,50.587418
1138,46.57747
1139,42.156918
1140,36.669403
1141,33.01228
1142,29.030243
1143,22.33642
1144,24.487968
1145,29.16682
1146,27.19431
1147,22.310171
1148,21.893476
1149,22.662289
1150,36.246067
1151,45.243465
1152,59.536842
1153,63.09121
1154,60.39473
1155,56.172607
1156,60.85897
1157,54.658638
1158,48.538406
1159,78.140045
1160,80.432236
1161,63.690125
1162,59.025433
1163,46.125217
1164,51.48707
1165,65.62569
1166,68.42008
1167,47.64203
1168,38.531967
1169,32.8307
1170,31.50805
1171,45.23043
1172,54.69341
1173,65.388
1174,73.063324
1175,68.41049
1176,76.95332
1177,72.83542
1178,61.171722
1179,54.244804
1180,59.530174
1181,62.653828
1182,68.617226
1183,77.69594
1184,78.363014
1185,82.90314
1186,81.042145
1187,63.86293
1188,68.831856
1189,69.753204
1190,66.382324
1191,57.962856
1192,59.829445
1193,51.91497
1194,44.984146
1195,45.310642
1196,49.530033
1197,46.178085
1198,50.246742
1199,61.027534
1200,59.047623
1201,69.79794
1202,66.03756
1203,70.29705
1204,69.333534
1205,71.64154
1206,66.28708
1207,62.60282
1208,77.32666
1209,76.616905
1210,67.39426
1211,57.18132
1212,53.06037
1213,38.27925
1214,23.221771
1215,22.116245
1216,21.987186
1217,27.350243
1218,19.22528
1219,26.506447
1220,36.674232
1221,41.32764
1222,60.030746
1223,62.402664
1224,73.09511
1225,81.45039
1226,89.97061
1227,86.222176
1228,76.11674
1229,77.89028
1230,74.7121
1231,66.29592
1232,60.51156
1233,60.076134
1234,59.215717
1235,60.68871
1236,51.840736
1237,57.28357
1238,52.592377
1239,44.670746
1240,35.76195
1241,36.18107
1242,38.639942
1243,47.01371
1244,50.428936
1245,49.99459
1246,51.020546
1247,44.45668
1248,40.480427
1249,38.381985
1250,41.22978
1251,42.061638
1252,40.91806
1253,44.180313
1254,48.110245
1255,58.045876
1256,54.075535
1257,64.99357
1258,65.58116
1259,60.910797
1260,64.69133
1261,72.02093
1262,55.8171
1263,58.443344
1264,56.43669
1265,62.633003
1266,66.745544
1267,59.73566
1268,57.71566
1269,52.404903
1270,60.022217
1271,62.204124
1272,71.67854
1273,67.053116
1274,61.61711
1275,54.966003
1276,45.76902
1277,38.87666
1278,31.042093
1279,40.590393
1280,52.219097
1281,72.6736
1282,71.4937
1283,58.95379
1284,50.208126
1285,51.821163
1286,42.33052
1287,48.75836
1288,58.9726
1289,58.65715
1290,69.787315
1291,75.578094
1292,68.83918
1293,62.552025
1294,52.64425
1295,39.543446
1296,38.197083
1297,37.5139
1298,38.12459
1299,30.724329
1300,22.443342
1301,21.580307
1302,27.431324
1303,30.580132
1304,30.73014
1305,36.037743
1306,43.152626
1307,32.565323
1308,77.25116
1309,63.588676
1310,27.42219
1311,32.122555
1312,28.633484
1313,23.097336
1314,31.722557
1315,22.061798
1316,25.477053
1317,24.5485
1318,22.84958
1319,26.030407
1320,20.356583
1321,21.06098
1322,21.27846
1323,22.925753
1324,27.35957
1325,22.86253
1326,26.97898
1327,27.628563
1328,29.26218
1329,26.794891
1330,23.713829
1331,26.673122
1332,23.579052
1333,22.472095
1334,25.54079
1335,21.935663
1336,19.65412
1337,23.824787
1338,23.490175
1339,22.065601
1340,24.20454
1341,26.44769
1342,25.39186
1343,22.299665
1344,20.469656
1345,19.111027
1346,16.801062
1347,17.341587
1348,18.55135
1349,19.861214
1350,18.550838
1351,15.303759
1352,15.475676
1353,14.611603
1354,19.099861
1355,17.53556
1356,20.477285
1357,18.921734
1358,24.728134
1359,33.396477
1360,39.409584
1361,43.253197
1362,42.702534
1363,47.898426
1364,43.68642
1365,38.829388
1366,30.611778
1367,31.958733
1368,25.257935
1369,26.390877
1370,26.065535
1371,28.182814
1372,29.623829
1373,28.511593
1374,29.279188
1375,36.151302
1376,43.86264
1377,55.39246
1378,57.98165
1379,57.693428
1380,54.157654
1381,46.7256
1382,41.7106
1383,40.79475
1384,56.45502
1385,63.915028
1386,52.98127
1387,55.547226
1388,55.69043
1389,56.72827
1390,59.4756
1391,55.40742
1392,64.65987
1393,62.017162
1394,62.35031
1395,57.035023
1396,63.298645
1397,62.054695
1398,68.117905
1399,73.70283
1400,80.578316
1401,78.77194
1402,71.86848
1403,60.007393
1404,61.120266
1405,54.46826
1406,47.330807
1407,45.564346
1408,40.461456
1409,39.155518
1410,38.765472
1411,34.864365
1412,33.169647
1413,32.701313
1414,35.438663
1415,33.97543
1416,36.7653
1417,27.703094
1418,25.519836
1419,20.703335
1420,30.309563
1421,29.64075
1422,34.249462
1423,31.389381
1424,37.647377
1425,32.582653
1426,31.278603
1427,35.833256
1428,42.256084
1429,39.613033
1430,38.72135
1431,40.263084
1432,39.870968
1433,34.066425
1434,31.79473
1435,35.38389
1436,33.80343
1437,34.65037
1438,29.25539
1439,38.457645
1440,41.447594
1441,45.04401
1442,48.730053
1443,49.734818
1444,53.18238
1445,52.052452
1446,50.695374
1447,50.835274
1448,56.460266
1449,63.761295
1450,72.00012
1451,65.073975
1452,62.884995
1453,63.404472
1454,73.88446
1455,71.877495
1456,46.846146
1457,35.113697
1458,37.352413
1459,37.20711
1460,42.621952
1461,54.947998
1462,61.38448
1463,60.43482
1464,59.410408
1465,58.533028
1466,61.979736
1467,56.1205
1468,46.040707
1469,47.992775
1470,50.618504
1471,55.632385
1472,74.62712
1473,80.95001
1474,80.37909
1475,73.71292
1476,60.726963
1477,67.20056
1478,65.90099
1479,52.858025
1480,49.53379
1481,48.91598
1482,54.756912
1483,47.544773
1484,46.96669
1485,46.49943
1486,44.25618
1487,50.774788
1488,54.58985
1489,70.36051
1490,70.97447
1491,61.87771
1492,67.32838
1493,59.977345
1494,58.514175
1495,64.02225
1496,74.46306
1497,77.11429
1498,80.00755
1499,86.207306
1500,82.663605
1501,66.55806
1502,55.710587
1503,51.219833
1504,45.37866
1505,43.97849
1506,44.040627
1507,47.525494
1508,56.317093
1509,64.59321
1510,61.614883
1511,62.786118
1512,67.978874
1513,79.02492
1514,70.77838
1515,60.143147
1516,54.13942
1517,57.247375
1518,57.240757
1519,59.87788
1520,60.085
1521,64.65013
1522,68.32114
1523,58.22218
1524,49.823654
1525,45.20227
1526,46.671158
1527,35.081417
1528,34.1376
1529,35.573692
1530,37.134018
1531,32.18451
1532,28.131659
1533,28.91087
1534,30.678799
1535,36.41011
1536,43.76592
1537,41.006054
1538,26.784931
1539,29.075848
1540,24.420956
1541,26.57193
1542,26.914854
1543,23.602148
1544,23.537777
1545,21.865137
1546,18.921343
1547,19.612568
1548,17.916477
1549,23.560732
1550,29.219643
1551,38.51037
1552,43.6384
1553,46.529095
1554,43.20035
1555,41.933666
1556,40.71845
1557,42.535778
1558,43.972786
1559,46.92515
1560,47.98563
1561,49.27534
1562,63.28328
1563,72.39851
1564,68.0413
1565,77.58017
1566,81.60628
1567,86.028275
1568,92.831406
1569,87.856285
1570,78.502975
1571,70.121735
1572,51.377388
1573,45.87618
1574,44.10465
1575,44.888176
1576,47.598682
1577,48.584393
1578,53.565536
1579,47.44928
1580,49.479954
1581,45.044453
1582,46.648964
1583,46.906998
1584,45.93616
1585,47.57603
1586,53.17895
1587,55.46745
1588,48.49785
1589,44.131214
1590,41.72387
1591,43.180683
1592,49.59684
1593,42.209545
1594,37.689636
1595,37.879177
1596,35.911133
1597,32.936134
1598,25.992619
1599,26.335522
1600,30.16331
1601,35.158253
1602,40.12362
1603,45.5188
1604,48.906773
1605,49.405647
1606,54.31662
1607,58.840218
1608,59.57543
1609,64.49772
1610,67.499626
1611,66.56128
1612,60.855278
1613,58.838913
1614,55.190086
1615,54.62525
1616,65.37636
1617,72.26626
1618,67.00525
1619,53.17718
1620,41.323402
1621,41.047836
1622,33.504025
1623,36.778908
1624,39.515247
1625,49.525543
1626,47.114616
1627,47.527573
1628,47.468594
1629,58.82893
1630,64.75928
1631,62.88143
1632,63.31697
1633,75.094604
1634,78.16965
1635,78.300186
1636,71.08108
1637,77.34715
1638,83.14133
1639,76.577896
1640,85.43872
1641,79.80202
1642,80.19757
1643,71.88886
1644,65.77584
1645,58.707024
1646,61.72576
1647,44.088284
1648,57.65451
1649,28.93568
1650,36.172493
1651,56.456413
1652,60.562263
1653,48.545994
1654,32.534878
1655,23.99674
1656,26.86105
1657,24.231693
1658,25.49091
1659,28.27649
1660,30.899818
1661,33.38271
1662,36.910095
1663,46.395836
1664,49.352608
1665,48.16269
1666,39.698624
1667,39.377834
1668,39.11897
1669,39.513702
1670,36.934536
1671,38.021564
1672,25.533737
1673,27.820007
1674,39.454712
1675,40.948807
1676,38.28931
1677,39.886665
1678,37.95929
1679,38.811405
1680,39.55257
1681,36.82947
1682,29.437784
1683,29.079067
1684,30.678953
1685,32.173782
1686,41.909756
1687,46.112236
1688,52.668854
1689,65.92473
1690,71.443665
1691,70.11282
1692,65.245895
1693,59.30031
1694,62.05093
1695,57.234985
1696,53.628086
1697,50.109085
1698,50.677895
1699,61.35824
1700,64.94442
1701,64.90618
1702,68.03479
1703,76.59868
1704,77.66078
1705,77.85831
1706,79.84641
1707,82.499756
1708,86.792404
1709,78.999115
1710,65.857155
1711,62.7015
1712,67.56265
1713,68.823685
1714,53.893654
1715,41.252518
1716,35.375126
1717,33.980076
1718,35.98326
1719,33.75077
1720,32.972225
1721,32.363804
1722,33.32537
1723,30.097225
1724,28.476286
1725,29.256203
1726,33.621582
1727,41.68077
1728,43.722733
1729,39.80263
1730,31.423767
1731,31.013569
1732,28.42926
1733,24.205048
1734,20.492935
1735,18.027283
1736,16.899464
1737,19.029696
1738,22.91993
1739,30.665543
1740,27.383741
1741,25.340858
1742,26.048546
1743,30.40844
1744,41.476265
1745,38.413868
1746,45.76447
1747,41.670376
1748,52.68283
1749,51.597553
1750,49.12301
1751,41.23683
1752,40.34456
1753,40.2842
1754,38.128216
1755,30.562456
1756,34.479733
1757,40.760204
1758,42.414284
1759,47.71214
1760,56.207066
1761,48.10426
1762,47.567146
1763,64.20488
1764,67.770035
1765,84.79372
1766,59.643787
1767,48.246403
1768,45.261677
1769,47.87975
1770,52.215473
1771,44.700172
1772,46.688606
1773,47.25958
1774,46.890987
1775,45.42136
1776,47.156075
1777,54.522434
1778,60.212757
1779,42.928345
1780,38.504883
1781,39.098656
1782,41.634064
1783,44.145344
1784,50.975403
1785,46.813065
1786,57.116924
1787,68.37934
1788,47.58481
1789,47.067047
1790,54.462833
1791,40.55789
1792,37.29959
1793,34.691986
1794,33.30844
1795,33.10066
1796,33.852135
1797,32.373528
1798,25.580944
1799,23.75589
1800,21.382008
1801,26.794516
1802,27.442795
1803,33.711403
1804,32.826477
1805,36.378666
1806,39.53788
1807,44.77146
1808,49.330368
1809,60.99391
1810,60.410072
1811,66.36592
1812,61.627445
1813,49.533188
1814,32.154892
1815,37.89434
1816,26.850042
1817,34.031784
1818,37.424416
1819,40.693127
1820,40.549908
1821,41.099567
1822,35.717197
1823,30.582623
1824,35.777973
1825,47.474937
1826,58.06401
1827,65.76434
1828,63.365448
1829,56.46083
1830,55.82988
1831,55.32289
1832,53.59871
1833,70.01726
1834,86.836105
1835,96.56527
1836,82.40294
1837,73.86607
1838,59.714207
1839,51.673656
1840,45.12088
1841,43.11844
1842,37.959545
1843,42.56417
1844,40.00503
1845,44.587532
1846,43.704643
1847,49.437046
1848,44.515923
1849,46.925804
1850,50.843945
1851,59.055603
1852,68.041466
1853,68.14066
1854,70.145874
1855,77.30284
1856,80.66677
1857,82.954254
1858,80.89527
1859,83.13344
1860,88.35582
1861,67.06374
1862,53.60675
1863,52.51415
1864,49.933598
1865,46.164062
1866,47.81048
1867,52.271385
1868,50.153793
1869,50.191372
1870,46.22968
1871,44.246094
1872,42.410255
1873,46.982887
